X  CH2  CH3  Start  Increment  
Sequence  Volt  Volt  -1.200000e-03  2.000000e-06  
579  1.08  0.0032  -4.2e-05  2e-06  
580  1.12  0.004  -4e-05  2e-06  
581  1.08  0.0028  -3.8e-05  2e-06  
582  1.04  0.0032  -3.6e-05  2e-06  
583  1.08  0.0024  -3.4e-05  2e-06  
584  1.08  0.0028  -3.2e-05  2e-06  
585  1.0  0.0016  -3e-05  2e-06  
586  1.0  0.002  -2.8e-05  2e-06  
587  1.04  0.0012  -2.6e-05  2e-06  
588  1.0  0.0016  -2.4e-05  2e-06  
589  0.96  0.0008  -2.2e-05  2e-06  
590  1.0  0.0008  -2e-05  2e-06  
591  0.92  0.0  -1.8e-05  2e-06  
592  0.92  0.0004  -1.6e-05  2e-06  
593  0.96  -0.0004  -1.4e-05  2e-06  
594  0.96  0.0  -1.2e-05  2e-06  
595  0.88  -0.0008  -1e-05  2e-06  
596  0.92  -0.0008  -8e-06  2e-06  
597  0.84  -0.0016  -6e-06  2e-06  
598  0.88  -0.0016  -4e-06  2e-06  
599  0.8  -0.002  -2e-06  2e-06  
600  0.8  -0.002  0.0  2e-06  
601  0.84  -0.0028  2e-06  2e-06  
602  0.76  -0.0024  4e-06  2e-06  
603  0.84  -0.0032  6e-06  2e-06  
604  0.84  -0.0032  8e-06  2e-06  
605  0.72  -0.004  1e-05  2e-06  
606  0.76  -0.0036  1.2e-05  2e-06  
607  0.68  -0.0048  1.4e-05  2e-06  
608  0.64  -0.0044  1.6e-05  2e-06  
609  0.72  -0.0052  1.8e-05  2e-06  
610  0.68  -0.0048  2e-05  2e-06  
611  0.6  -0.006  2.2e-05  2e-06  
612  0.64  -0.0056  2.4e-05  2e-06  
613  0.56  -0.0064  2.6e-05  2e-06  
614  0.6  -0.006  2.8e-05  2e-06  
615  0.64  -0.0072  3e-05  2e-06  
616  0.6  -0.0068  3.2e-05  2e-06  
617  0.52  -0.0076  3.4e-05  2e-06  
618  0.56  -0.0072  3.6e-05  2e-06  
619  0.48  -0.0084  3.8e-05  2e-06  
620  0.56  -0.008  4e-05  2e-06  
621  0.44  -0.0088  4.2e-05  2e-06  
622  0.44  -0.0084  4.4e-05  2e-06  
623  0.52  -0.0096  4.6e-05  2e-06  
624  0.48  -0.0088  4.8e-05  2e-06  
625  0.4  -0.01  5e-05  2e-06  
626  0.44  -0.0096  5.2e-05  2e-06  
627  0.36  -0.0104  5.4e-05  2e-06  
628  0.36  -0.0104  5.6e-05  2e-06  
629  0.44  -0.0112  5.8e-05  2e-06  
630  0.32  -0.0104  6e-05  2e-06  
631  0.4  -0.0116  6.2e-05  2e-06  
632  0.36  -0.0112  6.4e-05  2e-06  
633  0.28  -0.012  6.6e-05  2e-06  
634  0.32  -0.0116  6.8e-05  2e-06  
635  0.24  -0.0128  7e-05  2e-06  
636  0.24  -0.0124  7.2e-05  2e-06  
637  0.32  -0.0136  7.4e-05  2e-06  
638  0.2  -0.0136  7.6e-05  2e-06  
639  0.28  -0.0128  7.8e-05  2e-06  
640  0.24  -0.0132  8e-05  2e-06  
641  0.16  -0.0144  8.2e-05  2e-06  
642  0.2  -0.014  8.4e-05  2e-06  
643  0.12  -0.0148  8.6e-05  2e-06  
644  0.2  -0.0144  8.8e-05  2e-06  
645  0.08  -0.0152  9e-05  2e-06  
646  0.08  -0.0156  9.2e-05  2e-06  
647  0.16  -0.0148  9.4e-05  2e-06  
648  0.12  -0.0156  9.6e-05  2e-06  
649  0.04  -0.0164  9.8e-05  2e-06  
650  0.08  -0.0156  0.0001  2e-06  
651  0.0  -0.0168  0.000102  2e-06  
652  0.0  -0.0164  0.000104  2e-06  
653  0.08  -0.0172  0.000106  2e-06  
654  0.04  -0.0168  0.000108  2e-06  
655  -0.04  -0.0176  0.00011  2e-06  
656  0.0  -0.0176  0.000112  2e-06  
657  -0.08  -0.0172  0.000114  2e-06  
658  -0.08  -0.0172  0.000116  2e-06  
659  -0.04  -0.018  0.000118  2e-06  
660  -0.04  -0.018  0.00012  2e-06  
661  -0.12  -0.0184  0.000122  2e-06  
662  -0.12  -0.0184  0.000124  2e-06  
663  -0.16  -0.018  0.000126  2e-06  
664  -0.16  -0.0184  0.000128  2e-06  
665  -0.12  -0.0188  0.00013  2e-06  
666  -0.2  -0.0184  0.000132  2e-06  
667  -0.16  -0.0188  0.000134  2e-06  
668  -0.2  -0.0184  0.000136  2e-06  
669  -0.24  -0.0184  0.000138  2e-06  
670  -0.24  -0.0184  0.00014  2e-06  
671  -0.2  -0.0184  0.000142  2e-06  
672  -0.24  -0.018  0.000144  2e-06  
673  -0.32  -0.0184  0.000146  2e-06  
674  -0.28  -0.018  0.000148  2e-06  
675  -0.36  -0.0172  0.00015  2e-06  
676  -0.28  -0.0176  0.000152  2e-06  
677  -0.36  -0.0164  0.000154  2e-06  
678  -0.32  -0.0168  0.000156  2e-06  
679  -0.4  -0.016  0.000158  2e-06  
680  -0.32  -0.016  0.00016  2e-06  
681  -0.4  -0.0148  0.000162  2e-06  
682  -0.36  -0.0148  0.000164  2e-06  
683  -0.44  -0.0136  0.000166  2e-06  
684  -0.44  -0.014  0.000168  2e-06  
685  -0.36  -0.0128  0.00017  2e-06  
686  -0.4  -0.0128  0.000172  2e-06  
687  -0.48  -0.0116  0.000174  2e-06  
688  -0.48  -0.012  0.000176  2e-06  
689  -0.44  -0.0108  0.000178  2e-06  
690  -0.44  -0.0108  0.00018  2e-06  
691  -0.52  -0.0096  0.000182  2e-06  
692  -0.52  -0.01  0.000184  2e-06  
693  -0.48  -0.0092  0.000186  2e-06  
694  -0.48  -0.0092  0.000188  2e-06  
695  -0.56  -0.0084  0.00019  2e-06  
696  -0.52  -0.0088  0.000192  2e-06  
697  -0.56  -0.0076  0.000194  2e-06  
698  -0.52  -0.008  0.000196  2e-06  
699  -0.6  -0.0072  0.000198  2e-06  
700  -0.56  -0.0076  0.0002  2e-06  
701  -0.6  -0.0064  0.000202  2e-06  
702  -0.56  -0.0072  0.000204  2e-06  
703  -0.64  -0.006  0.000206  2e-06  
704  -0.6  -0.0064  0.000208  2e-06  
705  -0.64  -0.0056  0.00021  2e-06  
706  -0.6  -0.006  0.000212  2e-06  
707  -0.64  -0.0052  0.000214  2e-06  
708  -0.6  -0.0056  0.000216  2e-06  
709  -0.68  -0.0048  0.000218  2e-06  
710  -0.64  -0.0052  0.00022  2e-06  
711  -0.68  -0.0044  0.000222  2e-06  
712  -0.64  -0.0048  0.000224  2e-06  
713  -0.72  -0.004  0.000226  2e-06  
714  -0.64  -0.0048  0.000228  2e-06  
715  -0.72  -0.0036  0.00023  2e-06  
716  -0.68  -0.0036  0.000232  2e-06  
717  -0.72  -0.0044  0.000234  2e-06  
718  -0.68  -0.004  0.000236  2e-06  
719  -0.72  -0.0032  0.000238  2e-06  
720  -0.68  -0.0028  0.00024  2e-06  
721  -0.76  -0.0036  0.000242  2e-06  
722  -0.72  -0.0028  0.000244  2e-06  
723  -0.76  -0.0032  0.000246  2e-06  
724  -0.76  -0.0028  0.000248  2e-06  
725  -0.72  -0.0024  0.00025  2e-06  
726  -0.76  -0.0024  0.000252  2e-06  
727  -0.72  -0.0028  0.000254  2e-06  
728  -0.8  -0.0028  0.000256  2e-06  
729  -0.72  -0.002  0.000258  2e-06  
730  -0.8  -0.002  0.00026  2e-06  
731  -0.72  -0.0028  0.000262  2e-06  
732  -0.8  -0.002  0.000264  2e-06  
733  -0.76  -0.0016  0.000266  2e-06  
734  -0.8  -0.0016  0.000268  2e-06  
735  -0.76  -0.0024  0.00027  2e-06  
736  -0.8  -0.0016  0.000272  2e-06  
737  -0.76  -0.0024  0.000274  2e-06  
738  -0.8  -0.002  0.000276  2e-06  
739  -0.76  -0.0012  0.000278  2e-06  
740  -0.76  -0.0016  0.00028  2e-06  
741  -0.8  -0.0012  0.000282  2e-06  
742  -0.76  -0.0012  0.000284  2e-06  
743  -0.84  -0.002  0.000286  2e-06  
744  -0.84  -0.0012  0.000288  2e-06  
745  -0.76  -0.0016  0.00029  2e-06  
746  -0.76  -0.0012  0.000292  2e-06  
747  -0.84  -0.002  0.000294  2e-06  
748  -0.84  -0.0012  0.000296  2e-06  
749  -0.76  -0.0016  0.000298  2e-06  
750  -0.76  -0.0012  0.0003  2e-06  
751  -0.84  -0.002  0.000302  2e-06  
752  -0.84  -0.0012  0.000304  2e-06  
753  -0.76  -0.0016  0.000306  2e-06  
754  -0.76  -0.0012  0.000308  2e-06  
755  -0.84  -0.002  0.00031  2e-06  
756  -0.76  -0.0012  0.000312  2e-06  
757  -0.8  -0.0016  0.000314  2e-06  
758  -0.8  -0.0016  0.000316  2e-06  
759  -0.76  -0.0012  0.000318  2e-06  
760  -0.8  -0.0016  0.00032  2e-06  
761  -0.76  -0.0024  0.000322  2e-06  
762  -0.8  -0.0016  0.000324  2e-06  
763  -0.76  -0.002  0.000326  2e-06  
764  -0.8  -0.0016  0.000328  2e-06  
765  -0.76  -0.0024  0.00033  2e-06  
766  -0.76  -0.0024  0.000332  2e-06  
767  -0.8  -0.002  0.000334  2e-06  
768  -0.8  -0.002  0.000336  2e-06  
769  -0.72  -0.0028  0.000338  2e-06  
770  -0.8  -0.002  0.00034  2e-06  
771  -0.72  -0.0024  0.000342  2e-06  
772  -0.76  -0.0024  0.000344  2e-06  
773  -0.72  -0.0032  0.000346  2e-06  
774  -0.72  -0.0024  0.000348  2e-06  
775  -0.76  -0.0032  0.00035  2e-06  
776  -0.72  -0.0028  0.000352  2e-06  
777  -0.76  -0.0032  0.000354  2e-06  
778  -0.76  -0.0028  0.000356  2e-06  
779  -0.68  -0.0036  0.000358  2e-06  
780  -0.68  -0.0032  0.00036  2e-06  
781  -0.72  -0.0036  0.000362  2e-06  
782  -0.72  -0.0032  0.000364  2e-06  
783  -0.68  -0.004  0.000366  2e-06  
784  -0.72  -0.0036  0.000368  2e-06  
785  -0.64  -0.0044  0.00037  2e-06  
786  -0.68  -0.004  0.000372  2e-06  
787  -0.64  -0.0044  0.000374  2e-06  
788  -0.68  -0.004  0.000376  2e-06  
789  -0.64  -0.0048  0.000378  2e-06  
790  -0.68  -0.0052  0.00038  2e-06  
791  -0.6  -0.0044  0.000382  2e-06  
792  -0.6  -0.0048  0.000384  2e-06  
793  -0.64  -0.0056  0.000386  2e-06  
794  -0.64  -0.0048  0.000388  2e-06  
795  -0.56  -0.006  0.00039  2e-06  
796  -0.56  -0.0052  0.000392  2e-06  
797  -0.64  -0.006  0.000394  2e-06  
798  -0.6  -0.0056  0.000396  2e-06  
799  -0.52  -0.0064  0.000398  2e-06  
800  -0.6  -0.006  0.0004  2e-06  
801  -0.52  -0.0068  0.000402  2e-06  
802  -0.56  -0.0064  0.000404  2e-06  
803  -0.48  -0.0072  0.000406  2e-06  
804  -0.56  -0.0064  0.000408  2e-06  
805  -0.48  -0.0072  0.00041  2e-06  
806  -0.52  -0.0068  0.000412  2e-06  
807  -0.44  -0.0076  0.000414  2e-06  
808  -0.52  -0.008  0.000416  2e-06  
809  -0.44  -0.0072  0.000418  2e-06  
810  -0.48  -0.0076  0.00042  2e-06  
811  -0.4  -0.0088  0.000422  2e-06  
812  -0.4  -0.0084  0.000424  2e-06  
813  -0.48  -0.0092  0.000426  2e-06  
814  -0.44  -0.0084  0.000428  2e-06  
815  -0.36  -0.0096  0.00043  2e-06  
816  -0.44  -0.0088  0.000432  2e-06  
817  -0.36  -0.01  0.000434  2e-06  
818  -0.4  -0.0092  0.000436  2e-06  
819  -0.32  -0.0104  0.000438  2e-06  
820  -0.36  -0.01  0.00044  2e-06  
821  -0.32  -0.0108  0.000442  2e-06  
822  -0.36  -0.0104  0.000444  2e-06  
823  -0.28  -0.0112  0.000446  2e-06  
824  -0.28  -0.0108  0.000448  2e-06  
825  -0.24  -0.0116  0.00045  2e-06  
826  -0.28  -0.0112  0.000452  2e-06  
827  -0.24  -0.012  0.000454  2e-06  
828  -0.24  -0.0116  0.000456  2e-06  
829  -0.2  -0.0124  0.000458  2e-06  
830  -0.24  -0.012  0.00046  2e-06  
831  -0.2  -0.0128  0.000462  2e-06  
832  -0.2  -0.0124  0.000464  2e-06  
833  -0.12  -0.0132  0.000466  2e-06  
834  -0.16  -0.0128  0.000468  2e-06  
835  -0.08  -0.014  0.00047  2e-06  
836  -0.08  -0.0136  0.000472  2e-06  
837  -0.16  -0.0144  0.000474  2e-06  
838  -0.12  -0.0148  0.000476  2e-06  
839  -0.08  -0.014  0.000478  2e-06  
840  -0.08  -0.0144  0.00048  2e-06  
841  -0.04  -0.0152  0.000482  2e-06  
842  -0.08  -0.0148  0.000484  2e-06  
843  0.0  -0.0156  0.000486  2e-06  
844  -0.04  -0.0152  0.000488  2e-06  
845  0.04  -0.016  0.00049  2e-06  
846  0.0  -0.0156  0.000492  2e-06  
847  0.08  -0.0164  0.000494  2e-06  
848  0.0  -0.0168  0.000496  2e-06  
849  0.08  -0.016  0.000498  2e-06  
850  0.04  -0.0168  0.0005  2e-06  
851  0.12  -0.0164  0.000502  2e-06  
852  0.08  -0.0172  0.000504  2e-06  
853  0.16  -0.0168  0.000506  2e-06  
854  0.12  -0.0176  0.000508  2e-06  
855  0.2  -0.0168  0.00051  2e-06  
856  0.12  -0.0176  0.000512  2e-06  
857  0.2  -0.0172  0.000514  2e-06  
858  0.16  -0.0176  0.000516  2e-06  
859  0.24  -0.0176  0.000518  2e-06  
860  0.2  -0.0176  0.00052  2e-06  
861  0.28  -0.0168  0.000522  2e-06  
862  0.24  -0.0176  0.000524  2e-06  
863  0.32  -0.0168  0.000526  2e-06  
864  0.24  -0.0172  0.000528  2e-06  
865  0.32  -0.016  0.00053  2e-06  
866  0.28  -0.0168  0.000532  2e-06  
867  0.36  -0.016  0.000534  2e-06  
868  0.32  -0.016  0.000536  2e-06  
869  0.4  -0.0152  0.000538  2e-06  
870  0.36  -0.0156  0.00054  2e-06  
871  0.44  -0.014  0.000542  2e-06  
872  0.36  -0.0144  0.000544  2e-06  
873  0.44  -0.0128  0.000546  2e-06  
874  0.4  -0.0132  0.000548  2e-06  
875  0.48  -0.012  0.00055  2e-06  
876  0.44  -0.012  0.000552  2e-06  
877  0.52  -0.0104  0.000554  2e-06  
878  0.48  -0.0108  0.000556  2e-06  
879  0.56  -0.0092  0.000558  2e-06  
880  0.56  -0.01  0.00056  2e-06  
881  0.48  -0.0084  0.000562  2e-06  
882  0.52  -0.0088  0.000564  2e-06  
883  0.6  -0.0076  0.000566  2e-06  
884  0.56  -0.008  0.000568  2e-06  
885  0.64  -0.0064  0.00057  2e-06  
886  0.6  -0.0068  0.000572  2e-06  
887  0.68  -0.0056  0.000574  2e-06  
888  0.6  -0.0064  0.000576  2e-06  
889  0.68  -0.0048  0.000578  2e-06  
890  0.72  -0.0052  0.00058  2e-06  
891  0.64  -0.0044  0.000582  2e-06  
892  0.68  -0.0048  0.000584  2e-06  
893  0.76  -0.0036  0.000586  2e-06  
894  0.72  -0.004  0.000588  2e-06  
895  0.8  -0.0032  0.00059  2e-06  
896  0.76  -0.0032  0.000592  2e-06  
897  0.84  -0.0024  0.000594  2e-06  
898  0.8  -0.0028  0.000596  2e-06  
899  0.88  -0.0016  0.000598  2e-06  
900  0.84  -0.0016  0.0006  2e-06  
901  0.88  -0.0008  0.000602  2e-06  
902  0.84  -0.0012  0.000604  2e-06  
903  0.92  -0.0004  0.000606  2e-06  
904  0.88  -0.0004  0.000608  2e-06  
905  0.96  0.0004  0.00061  2e-06  
906  0.92  0.0  0.000612  2e-06  
907  0.96  0.0012  0.000614  2e-06  
908  0.92  0.0008  0.000616  2e-06  
909  1.0  0.0012  0.000618  2e-06  
910  0.96  0.0012  0.00062  2e-06  
911  1.0  0.0024  0.000622  2e-06  
912  1.0  0.002  0.000624  2e-06  
913  1.04  0.0028  0.000626  2e-06  
914  1.0  0.0024  0.000628  2e-06  
915  1.08  0.0036  0.00063  2e-06  
916  1.04  0.0028  0.000632  2e-06  
917  1.12  0.004  0.000634  2e-06  
918  1.12  0.0036  0.000636  2e-06  
919  1.08  0.0044  0.000638  2e-06  
920  1.08  0.004  0.00064  2e-06  
921  1.16  0.0048  0.000642  2e-06  
922  1.12  0.0044  0.000644  2e-06  
923  1.2  0.0052  0.000646  2e-06  
924  1.2  0.0048  0.000648  2e-06  
925  1.16  0.006  0.00065  2e-06  
926  1.16  0.0052  0.000652  2e-06  
927  1.24  0.0064  0.000654  2e-06  
928  1.24  0.006  0.000656  2e-06  
929  1.2  0.0068  0.000658  2e-06  
930  1.2  0.0064  0.00066  2e-06  
931  1.28  0.0072  0.000662  2e-06  
932  1.28  0.0064  0.000664  2e-06  
933  1.24  0.0076  0.000666  2e-06  
934  1.32  0.0072  0.000668  2e-06  
935  1.24  0.008  0.00067  2e-06  
936  1.28  0.0076  0.000672  2e-06  
937  1.36  0.0084  0.000674  2e-06  
938  1.36  0.008  0.000676  2e-06  
939  1.32  0.0088  0.000678  2e-06  
940  1.32  0.0084  0.00068  2e-06  
941  1.4  0.0092  0.000682  2e-06  
942  1.32  0.0088  0.000684  2e-06  
943  1.4  0.0096  0.000686  2e-06  
944  1.36  0.0088  0.000688  2e-06  
945  1.44  0.01  0.00069  2e-06  
946  1.36  0.0092  0.000692  2e-06  
947  1.44  0.0104  0.000694  2e-06  
948  1.44  0.0096  0.000696  2e-06  
949  1.4  0.0108  0.000698  2e-06  
950  1.4  0.01  0.0007  2e-06  
951  1.48  0.0112  0.000702  2e-06  
952  1.44  0.0104  0.000704  2e-06  
953  1.48  0.0112  0.000706  2e-06  
954  1.44  0.0108  0.000708  2e-06  
955  1.52  0.0116  0.00071  2e-06  
956  1.52  0.0112  0.000712  2e-06  
957  1.48  0.0116  0.000714  2e-06  
958  1.48  0.0112  0.000716  2e-06  
959  1.56  0.0124  0.000718  2e-06  
960  1.48  0.0116  0.00072  2e-06  
961  1.56  0.0124  0.000722  2e-06  
962  1.56  0.012  0.000724  2e-06  
963  1.52  0.0128  0.000726  2e-06  
964  1.56  0.0128  0.000728  2e-06  
965  1.52  0.012  0.00073  2e-06  
966  1.52  0.0128  0.000732  2e-06  
967  1.6  0.0124  0.000734  2e-06  
968  1.6  0.0132  0.000736  2e-06  
969  1.56  0.0124  0.000738  2e-06  
970  1.6  0.0132  0.00074  2e-06  
971  1.56  0.0124  0.000742  2e-06  
972  1.56  0.0128  0.000744  2e-06  
973  1.64  0.0136  0.000746  2e-06  
974  1.6  0.0136  0.000748  2e-06  
975  1.64  0.0132  0.00075  2e-06  
976  1.6  0.014  0.000752  2e-06  
977  1.64  0.0132  0.000754  2e-06  
978  1.64  0.014  0.000756  2e-06  
979  1.64  0.0132  0.000758  2e-06  
980  1.64  0.014  0.00076  2e-06  
981  1.6  0.0136  0.000762  2e-06  
982  1.64  0.014  0.000764  2e-06  
983  1.64  0.0136  0.000766  2e-06  
984  1.68  0.014  0.000768  2e-06  
985  1.6  0.0144  0.00077  2e-06  
986  1.68  0.0144  0.000772  2e-06  
987  1.64  0.014  0.000774  2e-06  
988  1.68  0.0144  0.000776  2e-06  
989  1.64  0.0136  0.000778  2e-06  
990  1.68  0.0144  0.00078  2e-06  
991  1.68  0.014  0.000782  2e-06  
992  1.68  0.0144  0.000784  2e-06  
993  1.64  0.0136  0.000786  2e-06  
994  1.68  0.0144  0.000788  2e-06  
995  1.64  0.014  0.00079  2e-06  
996  1.68  0.014  0.000792  2e-06  
997  1.64  0.0148  0.000794  2e-06  
998  1.72  0.0144  0.000796  2e-06  
999  1.64  0.014  0.000798  2e-06  
1000  1.72  0.0144  0.0008  2e-06  
1001  1.64  0.014  0.000802  2e-06  
1002  1.64  0.0144  0.000804  2e-06  
1003  1.72  0.0136  0.000806  2e-06  
1004  1.72  0.0144  0.000808  2e-06  
1005  1.64  0.014  0.00081  2e-06  
1006  1.68  0.0144  0.000812  2e-06  
1007  1.72  0.0136  0.000814  2e-06  
1008  1.64  0.0144  0.000816  2e-06  
1009  1.72  0.014  0.000818  2e-06  
1010  1.68  0.0144  0.00082  2e-06  
1011  1.72  0.0136  0.000822  2e-06  
1012  1.68  0.014  0.000824  2e-06  
1013  1.64  0.0136  0.000826  2e-06  
1014  1.64  0.014  0.000828  2e-06  
1015  1.68  0.0132  0.00083  2e-06  
1016  1.68  0.014  0.000832  2e-06  
1017  1.6  0.0132  0.000834  2e-06  
1018  1.68  0.0136  0.000836  2e-06  
1019  1.6  0.0128  0.000838  2e-06  
1020  1.68  0.0128  0.00084  2e-06  
1021  1.6  0.0136  0.000842  2e-06  
1022  1.68  0.0128  0.000844  2e-06  
1023  1.6  0.0136  0.000846  2e-06  
1024  1.64  0.0132  0.000848  2e-06  
1025  1.56  0.0128  0.00085  2e-06  
1026  1.64  0.0128  0.000852  2e-06  
1027  1.56  0.012  0.000854  2e-06  
1028  1.64  0.0128  0.000856  2e-06  
1029  1.56  0.012  0.000858  2e-06  
1030  1.64  0.0124  0.00086  2e-06  
1031  1.56  0.012  0.000862  2e-06  
1032  1.6  0.0124  0.000864  2e-06  
1033  1.52  0.0116  0.000866  2e-06  
1034  1.6  0.012  0.000868  2e-06  
1035  1.52  0.0112  0.00087  2e-06  
1036  1.6  0.012  0.000872  2e-06  
1037  1.52  0.0108  0.000874  2e-06  
1038  1.56  0.0116  0.000876  2e-06  
1039  1.48  0.0108  0.000878  2e-06  
1040  1.56  0.0112  0.00088  2e-06  
1041  1.48  0.0104  0.000882  2e-06  
1042  1.56  0.0108  0.000884  2e-06  
1043  1.48  0.01  0.000886  2e-06  
1044  1.52  0.0108  0.000888  2e-06  
1045  1.44  0.01  0.00089  2e-06  
1046  1.52  0.0104  0.000892  2e-06  
1047  1.44  0.0096  0.000894  2e-06  
1048  1.48  0.01  0.000896  2e-06  
1049  1.4  0.0092  0.000898  2e-06  
1050  1.4  0.0096  0.0009  2e-06  
1051  1.48  0.0088  0.000902  2e-06  
1052  1.44  0.0092  0.000904  2e-06  
1053  1.36  0.0084  0.000906  2e-06  
1054  1.36  0.0088  0.000908  2e-06  
1055  1.44  0.008  0.00091  2e-06  
1056  1.4  0.0084  0.000912  2e-06  
1057  1.32  0.0076  0.000914  2e-06  
1058  1.4  0.008  0.000916  2e-06  
1059  1.32  0.0072  0.000918  2e-06  
1060  1.36  0.0076  0.00092  2e-06  
1061  1.28  0.0068  0.000922  2e-06  
1062  1.28  0.0072  0.000924  2e-06  
1063  1.36  0.0064  0.000926  2e-06  
1064  1.32  0.0068  0.000928  2e-06  
1065  1.24  0.006  0.00093  2e-06  
1066  1.24  0.0064  0.000932  2e-06  
1067  1.32  0.0056  0.000934  2e-06  
1068  1.28  0.006  0.000936  2e-06  
1069  1.2  0.0048  0.000938  2e-06  
1070  1.2  0.0056  0.00094  2e-06  
1071  1.24  0.0044  0.000942  2e-06  
1072  1.24  0.0052  0.000944  2e-06  
1073  1.16  0.004  0.000946  2e-06  
1074  1.2  0.0044  0.000948  2e-06  
1075  1.12  0.0036  0.00095  2e-06  
1076  1.2  0.004  0.000952  2e-06  
1077  1.12  0.0032  0.000954  2e-06  
1078  1.16  0.0036  0.000956  2e-06  
1079  1.08  0.0024  0.000958  2e-06  
1080  1.12  0.0028  0.00096  2e-06  
1081  1.04  0.002  0.000962  2e-06  
1082  1.04  0.0024  0.000964  2e-06  
1083  1.12  0.0016  0.000966  2e-06  
1084  1.08  0.002  0.000968  2e-06  
1085  1.0  0.0008  0.00097  2e-06  
1086  1.04  0.0012  0.000972  2e-06  
1087  0.96  0.0004  0.000974  2e-06  
1088  0.96  0.0008  0.000976  2e-06  
1089  1.04  0.0  0.000978  2e-06  
1090  1.0  0.0004  0.00098  2e-06  
1091  0.92  -0.0008  0.000982  2e-06  
1092  1.0  -0.0004  0.000984  2e-06  
1093  0.88  -0.0012  0.000986  2e-06  
1094  0.88  -0.0008  0.000988  2e-06  
1095  0.96  -0.0016  0.00099  2e-06  
1096  0.92  -0.0016  0.000992  2e-06  
1097  0.84  -0.0028  0.000994  2e-06  
1098  0.88  -0.0024  0.000996  2e-06  
1099  0.8  -0.0032  0.000998  2e-06  
1100  0.8  -0.0028  0.001  2e-06  
1101  0.84  -0.0036  0.001002  2e-06  
1102  0.8  -0.0036  0.001004  2e-06  
1103  0.76  -0.0044  0.001006  2e-06  
1104  0.76  -0.004  0.001008  2e-06  
1105  0.72  -0.0048  0.00101  2e-06  
1106  0.72  -0.0044  0.001012  2e-06  
1107  0.68  -0.0056  0.001014  2e-06  
1108  0.64  -0.0052  0.001016  2e-06  
1109  0.72  -0.006  0.001018  2e-06  
1110  0.68  -0.0056  0.00102  2e-06  
1111  0.6  -0.0068  0.001022  2e-06  
1112  0.64  -0.0064  0.001024  2e-06  
1113  0.6  -0.0072  0.001026  2e-06  
1114  0.6  -0.0068  0.001028  2e-06  
1115  0.56  -0.008  0.00103  2e-06  
1116  0.6  -0.0072  0.001032  2e-06  
1117  0.52  -0.01  0.001034  2e-06  
1118  0.56  -0.008  0.001036  2e-06  
1119  0.48  -0.0088  0.001038  2e-06  
1120  0.52  -0.0084  0.00104  2e-06  
1121  0.44  -0.0096  0.001042  2e-06  
1122  0.44  -0.0092  0.001044  2e-06  
1123  0.48  -0.0104  0.001046  2e-06  
1124  0.48  -0.0096  0.001048  2e-06  
1125  0.4  -0.0108  0.00105  2e-06  
1126  0.44  -0.0104  0.001052  2e-06  
1127  0.36  -0.0116  0.001054  2e-06  
1128  0.4  -0.0112  0.001056  2e-06  
1129  0.32  -0.0116  0.001058  2e-06  
1130  0.36  -0.0116  0.00106  2e-06  
1131  0.32  -0.0124  0.001062  2e-06  
1132  0.36  -0.012  0.001064  2e-06  
1133  0.28  -0.0132  0.001066  2e-06  
1134  0.32  -0.0124  0.001068  2e-06  
1135  0.24  -0.0136  0.00107  2e-06  
1136  0.28  -0.0132  0.001072  2e-06  
1137  0.2  -0.014  0.001074  2e-06  
1138  0.2  -0.0144  0.001076  2e-06  
1139  0.24  -0.0136  0.001078  2e-06  
1140  0.24  -0.0144  0.00108  2e-06  
1141  0.16  -0.0152  0.001082  2e-06  
1142  0.2  -0.0152  0.001084  2e-06  
1143  0.12  -0.0156  0.001086  2e-06  
1144  0.12  -0.0152  0.001088  2e-06  
1145  0.16  -0.016  0.00109  2e-06  
1146  0.16  -0.0156  0.001092  2e-06  
1147  0.08  -0.0168  0.001094  2e-06  
1148  0.12  -0.016  0.001096  2e-06  
1149  0.04  -0.0172  0.001098  2e-06  
1150  0.08  -0.0164  0.0011  2e-06  
1151  0.0  -0.0176  0.001102  2e-06  
1152  0.0  -0.0168  0.001104  2e-06  
1153  0.0  -0.018  0.001106  2e-06  
1154  0.04  -0.018  0.001108  2e-06  
1155  -0.04  -0.0176  0.00111  2e-06  
1156  0.0  -0.018  0.001112  2e-06  
1157  -0.08  -0.0188  0.001114  2e-06  
1158  -0.08  -0.0184  0.001116  2e-06  
1159  -0.04  -0.0188  0.001118  2e-06  
1160  -0.12  -0.0188  0.00112  2e-06  
1161  -0.04  -0.0192  0.001122  2e-06  
1162  -0.08  -0.0188  0.001124  2e-06  
1163  -0.16  -0.0196  0.001126  2e-06  
1164  -0.16  -0.0192  0.001128  2e-06  
1165  -0.16  -0.0196  0.00113  2e-06  
1166  -0.16  -0.0192  0.001132  2e-06  
1167  -0.24  -0.0196  0.001134  2e-06  
1168  -0.2  -0.0196  0.001136  2e-06  
1169  -0.24  -0.0188  0.001138  2e-06  
1170  -0.24  -0.0196  0.00114  2e-06  
1171  -0.28  -0.0188  0.001142  2e-06  
1172  -0.24  -0.0196  0.001144  2e-06  
1173  -0.32  -0.0184  0.001146  2e-06  
1174  -0.28  -0.0188  0.001148  2e-06  
1175  -0.36  -0.0184  0.00115  2e-06  
1176  -0.32  -0.0184  0.001152  2e-06  
