X,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,-1.200000e-03,2.000000e-06,
0,1.68e+00,1.64e-02,
1,1.72e+00,1.60e-02,
2,1.72e+00,1.60e-02,
3,1.64e+00,1.64e-02,
4,1.68e+00,1.56e-02,
5,1.72e+00,1.64e-02,
6,1.64e+00,1.60e-02,
7,1.72e+00,1.56e-02,
8,1.72e+00,1.60e-02,
9,1.64e+00,1.56e-02,
10,1.68e+00,1.60e-02,
11,1.68e+00,1.56e-02,
12,1.68e+00,1.56e-02,
13,1.64e+00,1.64e-02,
14,1.68e+00,1.56e-02,
15,1.60e+00,1.56e-02,
16,1.68e+00,1.56e-02,
17,1.60e+00,1.52e-02,
18,1.68e+00,1.56e-02,
19,1.60e+00,1.48e-02,
20,1.64e+00,1.52e-02,
21,1.68e+00,1.52e-02,
22,1.64e+00,1.52e-02,
23,1.60e+00,1.48e-02,
24,1.64e+00,1.48e-02,
25,1.60e+00,1.44e-02,
26,1.56e+00,1.48e-02,
27,1.64e+00,1.40e-02,
28,1.56e+00,1.44e-02,
29,1.64e+00,1.40e-02,
30,1.64e+00,1.44e-02,
31,1.56e+00,1.36e-02,
32,1.60e+00,1.40e-02,
33,1.52e+00,1.32e-02,
34,1.60e+00,1.40e-02,
35,1.52e+00,1.32e-02,
36,1.52e+00,1.36e-02,
37,1.60e+00,1.28e-02,
38,1.56e+00,1.32e-02,
39,1.48e+00,1.28e-02,
40,1.56e+00,1.32e-02,
41,1.48e+00,1.20e-02,
42,1.48e+00,1.28e-02,
43,1.56e+00,1.20e-02,
44,1.52e+00,1.24e-02,
45,1.44e+00,1.16e-02,
46,1.52e+00,1.20e-02,
47,1.44e+00,1.12e-02,
48,1.48e+00,1.16e-02,
49,1.40e+00,1.08e-02,
50,1.40e+00,1.12e-02,
51,1.48e+00,1.04e-02,
52,1.44e+00,1.08e-02,
53,1.36e+00,1.00e-02,
54,1.36e+00,1.04e-02,
55,1.44e+00,9.60e-03,
56,1.40e+00,1.00e-02,
57,1.32e+00,9.20e-03,
58,1.32e+00,1.00e-02,
59,1.40e+00,8.80e-03,
60,1.36e+00,9.20e-03,
61,1.28e+00,8.80e-03,
62,1.28e+00,9.20e-03,
63,1.36e+00,8.00e-03,
64,1.32e+00,8.40e-03,
65,1.24e+00,7.60e-03,
66,1.24e+00,8.00e-03,
67,1.32e+00,7.20e-03,
68,1.28e+00,7.60e-03,
69,1.20e+00,6.80e-03,
70,1.20e+00,7.20e-03,
71,1.28e+00,6.40e-03,
72,1.24e+00,6.80e-03,
73,1.16e+00,5.60e-03,
74,1.16e+00,6.40e-03,
75,1.20e+00,5.20e-03,
76,1.20e+00,6.00e-03,
77,1.12e+00,4.80e-03,
78,1.16e+00,5.20e-03,
79,1.08e+00,4.40e-03,
80,1.08e+00,4.80e-03,
81,1.16e+00,3.60e-03,
82,1.04e+00,4.00e-03,
83,1.12e+00,3.20e-03,
84,1.08e+00,3.60e-03,
85,1.00e+00,2.80e-03,
86,1.00e+00,3.20e-03,
87,1.04e+00,2.40e-03,
88,9.60e-01,2.80e-03,
89,1.04e+00,1.60e-03,
90,1.00e+00,2.00e-03,
91,9.20e-01,1.20e-03,
92,9.20e-01,1.60e-03,
93,1.00e+00,4.00e-04,
94,8.80e-01,1.20e-03,
95,9.60e-01,0.00e+00,
96,9.20e-01,4.00e-04,
97,8.40e-01,-4.00e-04,
98,8.40e-01,0.00e+00,
99,8.80e-01,-1.20e-03,
100,8.00e-01,-1.20e-03,
101,8.80e-01,-1.60e-03,
102,8.00e-01,-1.60e-03,
103,7.60e-01,-2.80e-03,
104,7.60e-01,-2.00e-03,
105,6.80e-01,-2.80e-03,
106,7.20e-01,-2.80e-03,
107,6.80e-01,-4.00e-03,
108,7.20e-01,-4.00e-03,
109,6.40e-01,-3.20e-03,
110,6.80e-01,-4.00e-03,
111,6.00e-01,-4.80e-03,
112,6.40e-01,-4.40e-03,
113,6.00e-01,-5.60e-03,
114,5.60e-01,-5.20e-03,
115,6.00e-01,-6.40e-03,
116,6.00e-01,-4.80e-03,
117,5.20e-01,-6.80e-03,
118,5.60e-01,-6.40e-03,
119,4.80e-01,-7.20e-03,
120,5.20e-01,-6.80e-03,
121,4.40e-01,-8.00e-03,
122,4.40e-01,-7.60e-03,
123,4.80e-01,-8.40e-03,
124,4.80e-01,-8.00e-03,
125,4.00e-01,-9.20e-03,
126,4.40e-01,-8.40e-03,
127,3.60e-01,-9.60e-03,
128,4.00e-01,-9.20e-03,
129,3.20e-01,-1.04e-02,
130,3.20e-01,-9.60e-03,
131,3.60e-01,-1.08e-02,
132,3.60e-01,-1.04e-02,
133,2.80e-01,-1.16e-02,
134,3.20e-01,-1.08e-02,
135,2.40e-01,-1.20e-02,
136,2.80e-01,-1.12e-02,
137,2.00e-01,-1.24e-02,
138,2.00e-01,-1.20e-02,
139,2.40e-01,-1.32e-02,
140,2.40e-01,-1.28e-02,
141,1.60e-01,-1.36e-02,
142,2.00e-01,-1.32e-02,
143,1.20e-01,-1.40e-02,
144,1.20e-01,-1.36e-02,
145,1.60e-01,-1.44e-02,
146,1.20e-01,-1.40e-02,
147,8.00e-02,-1.48e-02,
148,1.20e-01,-1.44e-02,
